,Class,News
2728,1,january finnish software solutions provider basware hel basv said yesterday adjusted strategy goals years focus international growth mainly acquisitions
2729,1,november finnish sportsequipment maker amer sports oyj hel ameas said today obtained eurm schuldschein note loan pool international investors
2730,1,january scandinavian lenders sampo bank hel samas pohjola bank hel pohs svenska handelsbanken sto shb provided eurm usdm line credit lemminkainen oyj hel lems finnish construction firm said friday
2731,0,workers ml affected closedown
2732,1,coker crane supplied tesoro corporation s golden eagle refinery martinez california similar crane delivered bp s castell refinery spain
2733,1,employees remain oulu plant support functions group units
2734,1,huge issue button placement
2735,1,merger upm finnishswedish stora enso likely
2736,1,paper central maine town madison soon new owner
2737,1,total order value booked fourth quarter remainder booked second quarter
2738,1,total talvivaara mining company plc s new shares subscribed period june company s stock option rights
2739,1,total new citycon shares nominal value eur share subscribed april exercising abc options based company s stock option plan
2740,1,total new citycon shares nominal value eur share subscribed december exercising abc options based company s stock option plan
2741,1,abn amro capital agreed sell helsinkibased designer homeware producer iittala oyj crosstown consumer products group fiskars corp eur million eur million million million
2742,1,according preliminary information finnish forest industries federation imports roundwood finland increased million m representing increase
2743,0,finlandbased stockmann group closed seven franchising sports stores nike russia
2744,1,finnish ac drives manufacturer vacon acquiring ac drives business tb wood s group altra holdings
2745,1,finnish beverage company olvi listed companies finland published financial result second quarter
2746,1,finnish department store group stockmann planning acquire eur mn directed issue rights offering
2747,1,finnish kemira group s ceo lasse kurkilahti says group s structural reorganisation continue year
2748,1,finnish power company fortum reports electricity generated carbon dioxide emissions
2749,1,finnish rautaruukki s engineering division ruukki engineering reorganise operations mo rana plant norway
2750,1,finnish stainless steel manufacturer outokumpu degefors planning recruit new engineers order meet retirement wave years
2751,1,finnish wærtsilæ provides power solutions marine energy markets opened service centre murmansk russia
2752,0,finland sampo bank danske bank group lay staff administrative support functions
2753,1,local government commissioner ml kurt svensson says contact management finnish company componenta alternatives company s decision close plant ml
2754,1,private equity investor capman owner finnish lumene cosmetics company planning list lumene
2755,0,scanfil systems supplier contract manufacturer communications sector notice productional employees temporarily lay employees company s plant sievi finland
2756,0,scanfil systems supplier contract manufacturer communications sector start personnel negotiations oulu finland lay staff temporarily
2757,1,swedish engineering consultant firm etteplan establish unit town borlænge turn month marchapril
2758,1,finnish investment company sponda conducting negotiations acquire business center dukat palace located center moscow london regional properties
2759,1,according finnish fim bank alpro s price eur mnmn
2760,1,according heikkilæ just refreshment energy soon soft drinks finland
2761,1,according hk ruokatalo meat used company comes finland
2762,1,according lænnen tehtaat s ceo matti karppinen company aims deliver fish products customers day earlier currently does
