Class,News,News
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .","Following negotiations, the amount of employment contracts to be terminated is 13."
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts .","Following negotiations, the company will terminate the total of 5 employment contracts."
neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .","As of July 2, 2007, market capitalization segments will be updated according to the average price in May 2007."
neutral,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","As part of the agreement, Aspocomp will also give Meadville a branch of 10 pct of a subsidiary operating in Oulu, Finland."
neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .","As part of the reorganization, the field staff of Pohjola Insurance for private customers will join the pay of local cooperative banks from early October 2008."
neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .","As part of the reorganization, Kauko-Telko Ltd will be divided into Telko Ltd, Leipurin Ltd, Hamina Terminal Services Ltd and Kaukarkkinat Ltd."
neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,The structure of the ASPO group and commercial operations are continuously developed without any predefined calendar.
neutral,Aspo serves demanding business-to-business customers .,ASPO serves demanding customers for businesses to businesses.
neutral,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .","Aspocomp said that he would turn his Chinese and Indian units to turn, and certain equipment of his Salo factory in Finland, in a newly formed unit, most of which will then be sold in Meadville listed in Hong Kong."
neutral,"At some point , it will spread also to Iran and Iraq .","At one point, it will also spread in Iran and Iraq."
neutral,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .","At the end of last week, Protalix Biotherapeutics Inc (AMEX: PLX) published a prospectus for a first offer on Amex of around 5% of its share capital."
neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .","At the end of March 2009, the company's loans amounted to 10.113 MN EUR."
neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .","Currently, there are about 20 Vianor sales offices in Russia."
neutral,Automation makes it possible to conduct several tests simultaneously .,Automation allows you to perform several tests simultaneously.
neutral,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .","Barclays PLC (LSE: Barc) (NYSE: BCS), Credit Agricole SA (EPA: ACA) (Cagr."
neutral,"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .","Based on the design of previous handsets, the Nokia E72 and the Nokia E63 This Symbian-based model is promised to offer direct access to more than 90% of the world's corporate emails by email for Exchange and IBM Lotus Traveler notes."
neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,The Basware Business Transactions service allows the customer to receive and send invoices in an electronic format.
neutral,Basware finances the acquisition with a bank loan .,Basware finances the acquisition with a bank loan.
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .","The processing of the basic invoice, the correspondence of the basic contract, the correspondence of the Baskares order and the Basware KPI Reporting tool are part of the Basware business purchase to pay the product suite."
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .","The processing of the basic invoice, the correspondence of the basic contract, the correspondence of the baskare order and the Basware KPI Reporting tool are part of the Basware business purchase to pay the suite of solutions."
neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .,Basware offers full support for all SAP versions from SAP 4.5.
neutral,"Beef imports fell slightly from 2006 , to 14mn kilos .",Beef imports fell slightly from 2006 to 14 million kilos.
neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,Benefon will transform the Salo unit into a B2B commercial unit and will establish a B2C commercial unit in the United Kingdom.
neutral,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .","Berling Capital, UMO Capital and Veikko Wool are the largest shareholders of Amanda Capital."
neutral,Bluewin Security is available as a monthly subscription .,Bluewin Security is available as a monthly ability.
neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .","Blyk launched the first on the British market in mid-2007, with other markets to follow."
neutral,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .","BODY ES VOSTOK also has participations in Mosengosbytbody electricity sales companies (RTS: MSSB) (50.9%), Altaiennergosbyt (100%), Saratvenergo (RTS: Sare) Body (48.36%) and Tambov Power Sales Company (RTS: TASB) (49.01 %), everything he received from the distribution balance."
