,News
687,"['finnish', 'bore', 'owned', 'rettig', 'family', 'grown', 'recently', 'acquisition', 'smaller', 'shipping', 'company']"
3534,"['result', 'person', 'longer', 'needed']"
1608,"['annual', 'thesis', 'contest', 'aimed', 'enhance', 'thesis', 'quality', 'strengthen', 'thesis', 'culture', 'polytechnic']"
3909,"['swedish', 'buyout', 'firm', 'sold', 'remaining', 'percent', 'stake', 'eighteen', 'month', 'taking', 'company', 'public', 'finland']"
3227,"['deal', 'includes', 'tenyear', 'maintenance', 'agreement']"
1009,"['s', 'fingerfriendly', 'opinion', 'really', 'fast']"
2408,"['result', 'transaction', 'sanoma', 'budapest', 'acquired', 'stake', 'online', 'store', 'egeszsegbolt']"
1092,"['phase', 'completed', 'end']"
1327,"['rfid', 'radio', 'frequency', 'identification', 'method', 'socalled', 'intelligent', 'transport', 'information', 'read', 'saved', 'remotely']"
1677,"['achieve', 'synergy', 'target', 'related', 'acquisition', 'vaisala', 'consolidating', 'manufacturing', 'depot', 'data', 'service', 'finance', 'activity', 'currently', 'located', 'uniontown', 'pennsylvania', 'st', 'louis', 'missouri', 'durham', 'north', 'carolina']"
1999,"['talentum', 'expects', 'net', 'sale', 'core', 'business', 'increase', 'compared']"
1310,"['panostaja', 'headquartered', 'tampere', 'finland', 'investment', 'company', 'focusing', 'small', 'mediumsized', 'finnish', 'company', 'operating', 'traditional', 'industry']"
1987,"['stena', 'poseidon', 'socalled', 'panamax', 'tanker', 'designed', 'able', 'pas', 'narrow', 'passage', 'panama', 'canal', 's', 'lock']"
3460,"['votorantim', 'celulose', 'e', 'papel', 'vcp', 'votorantim', 'group', 'major', 'brazilian', 'conglomerate']"
344,"['year', 'company', 'raised', 'turnover', 'approximately', 'million', 'litas', 'eur', 'mln', 'million', 'litas']"
3914,"['service', 'fesco', 'telling', 'example', 'strengthening', 'relationship', 'logistics', 'company', 'operator', 'international', 'level']"
986,"['party', 'agreed', 'negotiate', 'definitive', 'distribution', 'license', 'agreement', 'end', 'june']"
3646,"['come', 'complete', 'lcd', 'touch', 'screen', 'selection', 'chosen', 'function', 'price', 'start', 'pound', 'mark']"
3605,"['glaston', 'headquartered', 'tampere', 'finland', 'growing', 'international', 'glass', 'technology', 'company']"
4182,"['aug', 'curbed', 'delivered', 'newstex', 'latest', 'racked', 'covering', 'shopping', 'retail', 'sidewalk']"
3792,"['company', 'expects', 'net', 'sale', 'previous', 'year', 'level']"
4320,"['medium', 'advisory', 'ntsb', 'said', 'subsequent', 'testing', 'train', 'detection', 'intermittently', 'failed']"
2874,"['rally', 'authorized', 'city', 'administration', 'consulate', 'official', 'came', 'worker', 'spoke', 'took', 'letter']"
1142,"['stonesoft', 'corporation', 'stonesoft', 'corporation', 'omx', 'sftv', 'innovative', 'provider', 'integrated', 'network', 'security', 'solution', 'secure', 'information', 'flow', 'distributed', 'organization']"
2358,"['pm', 'central', 'office', 'nordea', 'bank', 'ya', 'ulitsa', 'yamskogo', 'polya', 'building', 'telephone', 'ext', 'unimilk', 'egm', 'xvi', 'international', 'businesssummit', 'food', 'business', 'russia', 'place']"
1198,"['competition', 'authority', 'approve', 'deal', 'finalized']"
85,"['blindspots', 'coming', 'vantage', 'point', 'allows', 'investigator', 'story', 'high', 'resolution', 'unbroken', 'video']"
1518,"['elisa', 'expand', 'use', 'technology', 'provided', 'pilot', 'prof', 'successful']"
4237,"['people', 'worker', 'retiring', 'raahe', 'work']"
1381,"['installment', 'cinema', 'series', 'concludes', 'profile', 'finnish', 'inventor', 'olavi', 'linden', 'personal', 'artistic', 'journey', 'work', 'fiskars', 'led', 'dozen', 'design', 'award']"
2716,"['pulp', 'paper', 'industry', 'growing', 'country', 'like', 'china', 'russia']"
3214,"['contract', 'includes', 'installation', 'work', 'new', 'multistorey', 'carpark', 'close', 'vehicle']"
1014,"['midnighttrader', 'midnighttrader', 'premier', 'source', 'extendedhours', 'equity', 'trading', 'analysis', 'news', 'forecasting', 'retail', 'institutional', 'investment', 'community']"
128,"['company', 's', 'consolidated', 'operating', 'profit', 'amounted', 'eur', 'mn', 'eur', 'mn', 'yearonyear']"
1364,"['company', 'presently', 'examining', 'project', 'financially', 'feasible']"
3437,"['deal', 'know', 'pay', 'sekm', 'usd', 'meur', 'm', 'cash', 'stock']"
3745,"['registration', 'share', 'subscribed', 'directed', 'share', 'issue', 'new', 'number', 'panostaja', 'share', 'voting', 'right']"
891,"['amending', 'proposal', 'simplifies', 'proposed', 'plan', 'increase', 'incentive', 'key', 'employee', 'stay', 'company']"
2793,"['alma', 'medium', 'corporation', 'press', 'release', 'march', 'tyrvn', 'sanomat', 'purchase', 'confirmed', 'business', 'operation', 'tyrvææn', 'sanomat', 'oy', 'transferred', 'suomen', 'paikallissanomat', 'oy']"
4076,"['real', 'estate', 'company', 'posted', 'net', 'loss', '\x88', 'xa', 'õ', 'million', '\x88', 'xa', 'õ', 'share', 'compared', 'net', 'profit', '\x88', 'xa', 'õ', 'million', '\x88', 'xa', 'õ', 'share', 'corresponding', 'quarter']"
1359,"['commission', 'said', 'hydrogen', 'peroxide', 'pb', 'market', 'worth', 'million', 'euro']"
307,"['total', 'operating', 'revenue', 'grew', 'yearonyear', 'eurm']"
1661,"['total', 'project', 'duration', 'year', 'valued', 'eur', 'm']"
2431,"['cramo', 'headquartered', 'vantaa', 'finland', 'rent', 'construction', 'machinery', 'equipment', 'rent', 'sell', 'modular', 'space']"
3727,"['qpr', 'processguide', 'available', 'solution', 'centralized', 'storage', 'management', 'process', 'content', 'standalone', 'desktop', 'version', 'qpr', 'processguide', 'xpress']"
1317,"['press', 'release', 'september', 'ruukki', 'continues', 'listed', 'dow', 'jones', 'sustainability', 'index', 'djsi', 'world', 'djsi', 'stoxx']"
4173,"['antti', 'orkola', 'president', 'kemira', 'growhow', 's', 'industrial', 'solution', 'unit', 'told', 'thomson', 'financial', 'news', 'company', 'opening', 'price', 'phosphate', 'quite', 'depressed', 'long', 'time']"
2474,"['helsinki', 'afx', 'cramo', 'said', 'agreed', 'sell', 'cramo', 'nederland', 'bv', 'cnl', 'dutch', 'machinery', 'equipment', 'rental', 'unit', 'jaston', 'groep', 'undisclosed', 'sum']"
2542,"['pc', 'digital', 'guatemala', 'using', 'tecnomen', 's', 'prepaid', 'telgua', 'fixed', 'network', 'code', 'division', 'multiple', 'access', 'cdma', 'global', 'mobile', 'communication', 'gsm']"
1246,"['addition', 'yit', 'reserved', 'epi', 'russia', 'right', 'expand', 'logistics', 'center', 'm']"
1208,"['dopplr', 'member', 'share', 'personal', 'business', 'travel', 'plan', 'privately', 'network', 'highlight', 'interesting', 'place', 'stay', 'eat', 'explore', 'city', 'world']"
216,"['fourth', 'quarter', 'orion', 's', 'net', 'profit', 'went', 'yearonyear', 'eurm']"
4162,"['finland', 'medium', 'group', 'talentum', 'start', 'personnel', 'negotiation', 'cut', 'staff', 'parent', 'company', 'talentum', 'publishing', 'unit', 'talentum', 'medium']"
2906,"['finnish', 'real', 'estate', 'company', 'sponda', 'oyj', 'said', 'april', 'build', 'vuosaari', 'harbour', 'service', 'center', 'port', 'helsinki']"
1239,"['helsinki', 'afx', 'outokumpu', 'said', 'agreed', 'sell', 'hitura', 'nickel', 'finland', 'canadian', 'group', 'belvedere', 'resource', 'mln', 'eur', 'worth', 'belvedere', 'share']"
2289,"['mn', 'pretax', 'profit', 'eur', 'mn', 'eur', 'mn', 'quarter']"
2740,"['total', 'new', 'citycon', 'share', 'nominal', 'value', 'eur', 'share', 'subscribed', 'december', 'exercising', 'abc', 'option', 'based', 'company', 's', 'stock', 'option', 'plan']"
275,"['revenue', 'july', 'september', 'grew', 'percent', 'euro', 'million', 'year', 'earlier', 'company', 'said', 'thursday']"
489,"['finnish', 'lifting', 'equipment', 'maker', 'konecranes', 'hel', 'kcrv', 'said', 'july', 'raised', 'stake', 'austrian', 'manipulator', 'maker', 'ac', 'konecranes', 'bought', 'german', 'sector', 'player', 'knight', 'europe']"
1035,"['financialwire', 'tm', 'fully', 'independent', 'proprietary', 'news', 'wire', 'service']"
1229,"['genvec', 'biopharmaceutical', 'company', 'developing', 'novel', 'therapeutic', 'drug', 'vaccine']"
4448,"['return', 'capital', 'employed', 'roce', 'negative', 'compared']"
1008,"['group', 'brand', 'portfolio', 'includes', 'leading', 'brand', 'industry', 'rapala', 'global', 'brand', 'like', 'vmc', 'storm', 'blue', 'fox', 'luhr', 'jensen', 'williamson', 'marttiini', 'sufix']"
3845,"['expanded', 'plant', 'scheduled', 'operational', 'middle', 'october']"
3026,"['alfa', 'owns', 'megafon', 'altimo', 'turkcell', 'stake', 'cukurova', 'holding']"
3021,"['manavigatornovember', 'deal', 'snapshot', 'swedish', 'peab', 'buy', 'equipment', 'rental', 'firm', 'cramo', 'swedish', 'construction', 'company', 'peab', 'ab', 'sto', 'peab', 'b', 'announced', 'acquisition', 'equipment', 'rental', 'company', 'cramo', 'entreprenadmaskiner', 'ab', 'finnish', 'group', 'cramo', 'oyj', 'hel', 'crav']"
2532,"['lænnen', 'tehtaat', 'showed', 'loss', 'recently', 'started', 'streamlining', 'measure']"
4012,"['earnings', 'share', 'eps', 'amounted', 'loss', 'eur']"
1058,"['mformation', 'provides', 'enhanced', 'management', 'application', 'enabling', 'configuration', 'control', 'lifecycle']"
2166,"['nokia', 'corp', 'finland', 'tuesday', 'said', 'received', 'unified', 'device', 'managment', 'contract', 'finnish', 'operator', 'elisa', 'oyj']"
3200,"['company', 's', 'equipment', 'rental', 'portfolio', 'consists', 'primarily', 'tool', 'small', 'midsized', 'customer', 'construction', 'industry']"
281,"['satama', 's', 'net', 'profit', 'quarter', 'rose', 'euro', 'euro', 'period']"
3595,"['following', 'demerger', 'vice', 'president', 'group', 's', 'pharmaceutical', 'trade', 'finland', 'jukka', 'niemi', 'appointed', 'managing', 'director', 'oriola', 'addition', 'current', 'responsibility']"
1316,"['precedex', 'approved', 'iv', 'sedation', 'initially', 'intubated', 'mechanically', 'ventilated', 'patient', 'intensive', 'care']"
4825,"['notified', 'result', 'company', 'issuing', 'new', 'share', 'directed', 'offering', 'joint', 'holding', 'pequot', 'decreased', 'total', 'number', 'share', 'vote', 'company']"
968,"['sale', 'vat', 'inclusive', 'expanded', 'percent', 'million', 'euro']"
4063,"['october', 'upm', 'reported', 'thirdquarter', 'net', 'loss', 'euro', 'million', 'million', 'compared', 'net', 'profit', 'euro', 'million']"
4688,"['adpnews', 'finnish', 'cutlery', 'hand', 'tool', 'maker', 'fiskars', 'oyj', 'abp', 'hel', 'fisa', 'said', 'today', 'net', 'profit', 'declined', 'eur', 'million', 'usd', 'm', 'quarter', 'eur', 'million', 'correspond']"
3586,"['finnish', 'fiber', 'plastic', 'producer', 'suominen', 'corporation', 'omx', 'helsinki', 'suyv', 'reported', 'wednesday', 'october', 'operating', 'loss', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'quarter']"
3338,"['proposed', 'consolidation', 'activity', 'impact', 'approximately', 'position']"
619,"['according', 'eijkens', 'publisher', 'just', 'publish', 'colourful', 'book', 'publisher', 'provide', 'value', 'added', 'information', 'individualising']"
4431,"['recent', 'trouble', 'simply', 'make', 'neteller', 'cheaper']"
1742,"['pleased', 'effort', 'negotiating', 'team', 'look', 'forward', 'productive', 'year', 'ahead']"
1390,"['interchange', 'editorsinchief', 'publisher', 's', 'goal', 'enhance', 'job', 'circulation', 'personnel', 'group']"
3838,"['equipment', 'ixonos', 'acquires', 'deal', 'includes', 'mechanical', 'engineering', 'hardware', 'rf', 'antenna', 'measurement', 'laboratory', 'facility', 'measurement', 'audio', 'camera', 'display', 'device', 'robot', 'unit', 'testing', 'mobile', 'device']"
1847,"['higher', 'bit', 'rate', 'outgoing', 'traffic', 'improves', 'enduser', 'experience', 'mobile', 'broadband', 'service', 'video', 'conferencing', 'file', 'sharing', 'sending', 'email', 'attachment']"
1579,"['pharmaceutical', 'italy', 'brandnew', 'market', 'analysis', 'give', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'italy']"
1655,"['solid', 'fuel', 'heated', 'sludge', 'mixed']"
2352,"['h', 'h', 'q', 'q', 'mln', 'euro', 'unless', 'stated', 'net', 'sale', 'operating', 'profit', 'pretax', 'profit', 'net', 'profit', 'eps', 'euro', 'euro', 'wwwcomponentacom']"
2212,"['company', 'report', 'loss', 'period', 'eur', 'mn', 'compared', 'loss', 'eur', 'mn', 'corresponding', 'period']"
2020,"['beginning', 'year', 'wartsila', 'secured', 'order', 'deliver', 'gasfuelled', 'main', 'engine', 'propulsion', 'machinery', 'vessel']"
4819,"['development', 'allowed', 'ruin', 'print', 'newspaper', 'continues', 'sanoma', 'news', 'main', 'medium']"
1956,"['year', 'personal', 'entertainment', 'play', 'significant', 'role', 'determining', 'fitness', 'facility', 's', 'workout', 'experience', 'pleasurable', 'chore', 'said', 'brian', 'wilson', 'director', 'marketing', 'precor', 's', 'entertainment', 'service', 'division']"
1307,"['strong', 'company', 'brand', 'esl', 'shipping', 'leipurin', 'telko', 'kaukomarkkinat', 'aim', 'market', 'leader', 'sector']"
2003,"['according', 'pkc', 'acquisition', 'bring', 'significant', 'addition', 'pkc', 's', 'customer', 'base']"
575,"['prove', 'efficiency', 'china', 'mobile', 'rod', 'baber', 'english', 'climber', 'climbed', 'mount', 'everest', 'summit', 'successfully', 'call']"
3874,"['operation', 'sold', 'include', 'manufacturing', 'unit', 'finland', 'france', 'poland', 'turkey', 'sale', 'unit', 'germany', 'lithuania']"
4068,"['operating', 'result', 'showed', 'loss', 'eur', 'mn', 'year', 'showed', 'profit', 'eur', 'mn']"
1706,"['employing', 'finland', 'abroad', 'unit', 'recorded', 'firstquarter', 'sale', 'mln', 'eur', 'operating', 'loss', 'mln', 'eur']"
3544,"['bm', 'middle', 'layer', 'headbox', 'equipped', 'dilution', 'control']"
3291,"['new', 'chain', 'discount', 'store', 'supermarket']"
1280,"['llc', 'voice', 'data', 'management', 'solution', 'provider', 'wireless', 'company', 'operation', 'worldwide', 'transferring', 'deployment', 'operation', 'finnish', 'mobile', 'giant', 'includes', 'civil', 'work', 'site', 'acquisition', 'service']"
861,"['adp', 'news', 'oct', 'finnish', 'food', 'company', 'raisio', 'oyj', 'omx', 'raivv', 'said', 'today', 'net', 'profit', 'jumped', 'eur', 'million', 'usd', 'm', 'month', 'eur', 'million', 'period']"
3960,"['tyrvæinen', 'opinion', 'airline', 'repeating', 'time']"
1801,"['according', 'posted', 'world', 'intellectual', 'property', 'organization', 'present', 'invention', 'relates', 'hydrocarbon', 'particularly', 'manufacture', 'hydrocarbon', 'component', 'suitable', 'aviation', 'fuel', 'jet', 'fuel', 'blending', 'stock', 'aviation', 'fuel']"
1628,"['deal', 'strengthens', 'ramirent', 's', 'position', 'especially', 'industrial', 'sector', 'large', 'investment', 'project']"
1993,"['layoff', 'aimed', 'reaching', 'annual', 'saving', 'target', 'billion', 'euro', 'billion', 'end']"
2639,"['inaugural', 'speech', 'given', 'hannu', 'kyrolainen', 'finland', 's', 'ambassador', 'czech', 'republic']"
269,"['previously', 'company', 'guided', 'ebit', 'sale', 'growth', 'pct', 'pct', 'respectively', 'year']"
629,"['hybrid', 'bond', 'january', 'finnish', 'consultancy', 'trainer', 'house', 'oyj', 'hel', 'trhv', 'said', 'friday', 'resolved', 'issue', 'eurm', 'hybrid', 'bond', 'domestic', 'investor', 'bid', 'strengthen', 'capital', 'structure']"
2334,"['following', 'workday', 'customer', 'check', 'home', 'computer', 'purchase', 'divided', 'different', 'ingredient', 'group', 'energy', 'various', 'product', 'contain', 'nutritional', 'content', 'purchase']"
300,"['stock', 'rose', 'second', 'day', 'wednesday', 'bringing', 'twoday', 'rise', 'gbx']"
459,"['tietoenator', 'signed', 'agreement', 'acquire', 'indian', 'research', 'development', 'rd', 'service', 'provider', 'turnkey', 'software', 'solution', 'developer', 'fortuna', 'technology', 'pvt', 'mln', 'euro', 'mln', 'september']"
1447,"['upgrade', 'include', 'megapixel', 'camera', 'voice', 'control', 'look', 'optical', 'mouse', 'instead', 'dpad', 'upgrade', 'clickhappy', 's', 'needed', 'forever']"
1472,"['approach', 'use', 'raw', 'material', 'produced', 'line', 'principle', 'sustainable', 'development']"
2046,"['fouryear', 'contract', 'bank', 'ski', 'sport', 'finland', 'bring', 'bank', 's', 'advertisement', 'skier', 'helmet', 'cap']"
4101,"['method', 'cut', 'working', 'cost', 'fasten', 'planning', 'building', 'process']"
3564,"['currently', 'alfred', 'palmberg', 'putting', 'finishing', 'touch', 'finland', 's', 'biggest', 'replumbing', 'bathroom', 'refurbishment', 'project', 'district', 'vuosaari']"
2113,"['expects', 'bank', 'provide', 'alternative', 'financing']"
27,"['operating', 'profit', 'ninemonth', 'period', 'increased', 'eur', 'm', 'net', 'sale', 'increased', 'eur', 'm', 'compared', 'corresponding', 'period']"
3635,"['november', 'finnish', 'government', 'decreased', 'ownership', 'company', 'percent', 'percent']"
4387,"['estonian', 'electronic', 'component', 'factory', 'elcoteq', 'running', 'material', 'closure', 'air', 'traffic']"
837,"['finnish', 'handling', 'system', 'company', 'cargotec', 'oyj', 'hel', 'cgcbv', 'said', 'today', 'won', 'eur', 'million', 'usd', 'm', 'contract', 'deliver', 'macgregor', 'hatch', 'cover', 'ship', 'ordered', 'norwegian', 'shipowner', 'grieg', 'shipping']"
